# lang=en
free	unfree
Pinay	Pinoy
Pinay	Filipino
menseless	menseful
microborrower	microlender
reckful	reckless
appaumé	aversant
redlight	greenlight
crystalliferous	acrystalliferous
undisabused	disabused
undisabused	disillusioned
craftable	uncraftable
homogangliate	heterogangliate
atheophobic	religiophobic
atheophobic	theophobic
atheophobe	religiophobe
atheophobe	theophobe
precompose	postcompose
anticonstitutional	constitutional
geostatic	heliostatic
as-is	to-be
as-is	Thesaurus:future
dorsad	ventrad
artificial person	natural person
natural person	legal person
surbase	subbase
macrencephaly	micrencephaly
macrencephaly	microencephaly
contour tone	level tone
gender-free	gendered
gender-free	gender-specific
gender-free	gendered
gender-free	gender-specific
neurad	haemad
epispadias	hypospadias
BOBFOC	butterbody
my Lord	my Lady
my Lord	milady
my Lord	m'lady
phlogistian	antiphlogistian
phlogistian	antiphlogistic
hyzer	anhyzer
main house	garden apartment
main house	cottage
main house	servants' quarters
Cisatlantic	transatlantic
encephalous	acephalous
laterad	mesiad
obstreperosity	obedience
obstreperosity	submission
decession	accession
hypocapnia	hypercapnia
hypocapnia	hypercarbia
hypercarbia	hypocapnia
tag on	tag off
tag off	tag on
antecedent phrase	consequent phrase
consequent phrase	antecedent phrase
empiristic	nativistic
postremogeniture	primogeniture
potato chaser	rice chaser
rice chaser	potato chaser
ingesta	egesta
ectal	ental
lumination	darkening
lumination	shadowing
keepsies	funsies
angelize	demonize
idioelectric	anelectric
geosynclinal	geanticlinal
infralow	ultrahigh
regible	irregible
infranatant	supernatant
proximad	distad
by mistake	on purpose
by mistake	deliberately
by mistake	intentionally
parvanimity	magnanimity
knottable	unknottable
postanthesis	preanthesis
preanthesis	postanthesis
radication	eradication
intort	extort
speedless	speedful
hypogravity	hypergravity
immunoprotective	immunodestructive
extroitive	introitive
anelectric	idioelectric
diathermanous	adiathermanous
diathermanous	athermanous
diathermanous	nondiathermanous
esodic	exodic
athermanous	diathermanous
dissentaneous	consentaneous
-ress	he-
hypogamy	hypergamy
cyma recta	cyma reversa
cyma recta	cyma inversa
cyma reversa	cyma recta
oratio recta	oratio obliqua
particularist	universalist
sphaera recta	sphaera obliqua
overarousal	underarousal
superhive	nadir
deniggerization	niggerization
giantize	miniaturize
giantize	miniaturise
right inverse	left inverse
Adam-teasing	Eve-teasing
slice category	coslice category
rhombogene	nematogene
disenamour	enamor
disenamour	enamour
esotery	exotery
exodic	esodic
hermatypic	ahermatypic
ahermatypic	hermatypic
inverted pentagram	pentagram
disassimilation	assimilation
homotaxis	heterotaxy
haemad	neurad
dethronize	enthrone
dethronize	inthrone
dethronize	inthronizate
dethronize	inthronize
parodiable	unparodiable
afterset	foreset
man down	man up
organophyly	organogeny
phonate	unphonated
panicogenic	panicolytic
corporealism	intellectualism
corporealism	mentalism
polygonality	circularity
theorizable	untheorizable
white magick	black magick
black magick	white magick
wantful	wantless
floor function	ceiling function
ceiling function	floor function
intropunitive	extrapunitive
hypoferremia	hyperferremia
hypoferremia	hyperferricemia
knowbie	newbie
despecification	specialization
despecification	Thesaurus:specialization
minimum minimorum	maximum maximorum
normosmic	anosmic
mirative	non-mirative
in good part	in ill part
in good part	in bad part
sublapsarian	superlapsarian
apogalactic	perigalactic
perigalactic	apogalactic
apprecihate	appreciate
oversocialized	undersocialized
undersocialized	oversocialized
apteral	peripteral
nethermind	overmind
pantoscopic	retroscopic
supersingular	ordinary
presentive	symbolic
huh-uh	uh-huh
lowbie	highbie
monandry	polyandry
VMC	IMC
proworker	antiworker
prosocialist	antisocialist
microseme	megaseme
hypercortisolism	Addison's disease
hypercortisolism	hypocortisolism
monoplace	multiplace
morphogeny	physiogeny
morphogeny	morphophyly
proterogynous	proterandrous
phanerite	aphanite
Armenophobia	Armenophilia
Armenophilia	Armenophobia
Armenophile	Armenophobe
Armenophobe	Armenophile
subschema	superschema
metemptosis	proemptosis
he-cat	she-cat
she-cat	he-cat
she-cat	cat
she-cat	male
she-cat	tom
she-cat	tomcat
she-cat	tom-cat
he-	-ess
he-	-a
he-	-ine
he-	she-
he-	-trix
he-	-ette
he-	-ress
lcm	gcd
physiogeny	morphogeny
physiogeny	physiophyly
heterotropic	homotropic
fromward	toward
curseworthy	blessworthy
blessworthy	curseworthy
superpenis	micropenis
superpenis	needledick
transphobe	transphile
paternal grandchild	paternal grandfather
paternal grandchild	paternal grandmother
maternal grandchild	maternal grandmother
maternal grandchild	maternal grandfather
onlap	offlap
ployment	deployment
me neither	me too
wife-giver	wife-taker
wife-taker	wife-giver
abstract method	concrete method
abstract class	concrete class
anticontrol	procontrol
decommunization	communization
communization	decommunization
abderian	agelastic
prowhite	antiwhite
first-class citizen	second-class citizen
first-class citizen	third-class citizen
stockable	unstockable
ungoogleable	googleable
brony	anti-brony
nonmanifold	manifold
unbreedable	breedable
breedable	unbreedable
class variable	instance variable
instance variable	class variable
inverse system	direct system
inverse limit	direct limit
open adoption	closed adoption
ruralisation	deruralisation
ruralisation	urbanisation
insidely	outsidely
below the salt	above the salt
afterbear	forebear
wish someone well	wish someone ill
low on the totem pole	high on the totem pole
subluminary	superluminary
subfix	superfix
superfix	subfix
transfigurable	untransfigurable
destool	enstool
superluminary	subluminary
lay odds	take odds
proatherogenic	antiatherogenic
sidereal astrology	tropical astrology
tropical astrology	sidereal astrology
thereness	not-thereness
dextrorse	sinistrorse
postero-	antero-
postero-	anterio-
retronasal	orthonasal
incubously	succubously
succubously	incubously
mutatable	immutatable
mutatable	nonmutatable
mutatable	unmutatable
subsequency	precedence
pin-eyed	thrum-eyed
underdesigned	overdesigned
lepidote	elepidote
highbie	lowbie
dreaming life	waking life
antinationalism	nationalism
inner class	outer class
outer class	inner class
in keeping with	out of keeping with
sursumversion	deorsumversion
deorsumversion	sursumversion
type inference	type erasure
incrementor	decrementor
Slavophile	Slavophobe
exocardial	endocardiac
exocardial	endocardial
hippomania	equinophobia
hippomania	hippophobia
fromwards	towards
antero-	posterio-
antero-	postero-
language-independent	language-dependent
brachyfacial	dolichofacial
dolichofacial	brachyfacial
rejoiceful	rejoiceless
contemptive	affectionate
overvolt	undervolt
pleurocarpous	acrocarpous
aboveness	belowness
belowness	aboveness
even number	odd number
diaglyphic	anaglyphic
stentless	stented
oxyconformity	oxyregulation
hyperploid	hypoploid
neanic	gerontic
day lark	nighthawk
day lark	night person
day lark	night owl
opisthogastric	antegastric
persistor	desistor
lateral aberration	longitudinal aberration
longitudinal aberration	lateral aberration
checked exception	unchecked exception
exofacial	cytofacial
exofacial	endofacial
endofacial	exofacial
criminalizer	legalizer
natural wastage	redundancy
upper set	lower set
lower set	upper set
underspun	overspun
overspun	underspun
unravelable	un-unravelable
neutrophilia	neutropenia
dynamic proxy	proxy
dynamic proxy	actual
faitheist	apistevist
sapiosexual	morosexual
communisation	decommunisation
holonomic constraint	nonholonomic constraint
spindown	spinup
decrementer	incrementer
incrementer	decrementer
befoe	befriend
coion	counterion
sonsy	unsonsy
incomplete abortion	complete abortion
nontherapeutic abortion	therapeutic abortion
therapeutic abortion	nontherapeutic abortion
downtoner	intensifier
downtone	intensify
overmanage	undermanage
principal ultrafilter	free ultrafilter
free ultrafilter	principal ultrafilter
Archimedean ordered field	non-Archimedean ordered field
hypointense	hyperintense
hard on the eyes	easy on the eyes
deathday	birthday
hypochlorhydria	hyperchlorhydria
hypoferritinemia	hyperferritinemia
hyperferritinemia	hypoferritinemia
hypoaminoacidemia	aminoacidemia
hypoaminoacidemia	hyperaminoacidemia
electrophobic	electrophilic
parasitemic	aparasitemic
unidiomaticity	idiomaticness
unidiomaticity	idiomaticity
xenocentrism	ethnocentrism
liberal guilt	envy
androphobe	androphile
androphobe	gynophobe
daylength	scotoperiod
daylength	Thesaurus:nighttime
undermanage	overmanage
lymphoreplete	lymphopenic
short hundred	great hundred
short hundred	long hundred
short hundred	twelfty
heterochiral	homochiral
macrofibrous	microfibrous
deboost	boost
normal fault	reverse fault
reverse fault	normal fault
synform	antiform
antiform	synform
verkramp	verlig
hefemale	shemale
subhedging	superhedging
superhedging	subhedging
on-road	off-road
circed	uncirced
macrodissected	microdissected
macrodissection	microdissection
anti-circ	pro-circ
pro-circ	anti-circ
precourse	postcourse
unispore	plurispore
plurispore	unispore
out of one's element	in one's element
out of one's element	at home
excardination	incardination
exteroception	interoception
Ahle Hadith	Ahle Quran
gunzip	gzip
desecularization	secularization
desecularization	deconfessionalization
trichophobia	trichomania
trichophobia	trichophilia
inexcludable	excludable
anteriormost	posteriormost
hard sign	soft sign
nouveau pauvre	nouveau riche
work-intensive	capital-intensive
near abroad	far abroad
gynocratic	androcratic
gynocratic	phallocratic
posteriormost	anteriormost
epirelief	hyporelief
hyporelief	epirelief
Twitterable	untweetable
newfag	oldbie
newfag	oldfag
hypergonadism	hypogonadism
hypermagnesemia	normomagnesemia
hypermagnesemia	eumagnesemia
hypermagnesemia	hypomagnesemia
hypermagnesemic	hypomagnesemic
hypereosinophilia	hypoeosinophilia
hypohidrosis	diaphoresis
hypohidrosis	hidrosis
hypohidrosis	hyperhidrosis
hypovitaminosis	hypervitaminosis
singular matrix	invertible matrix
oldfag	newfag
oldfag	newbie
unfappable	fappable
physostome	physoclist
baragnosis	barognosis
basopenia	basophilia
brachydont	hypsodont
barognosis	baragnosis
macropenis	micropenis
unpopularize	popularize
skotomorphogenesis	photomorphogenesis
scotoperiod	daylength
scotoperiod	Thesaurus:daytime
scotoperiod	photoperiod
limp-dickedness	priapism
chromophile	chromophobe
unvirile	virile
strongling	weakling
Java EE	Java ME
Java EE	Java SE
Java ME	Java EE
Java ME	Java SE
homoromantic	heteroromantic
heteroromantic	homoromantic
depower	fire up
depower	power on
depower	power up
multiple dispatch	single dispatch
single dispatch	multiple dispatch
dynamic dispatch	static dispatch
static dispatch	dynamic dispatch
log-lin	lin-log
lin-log	log-lin
means to an end	end in itself
big ol'	li'l' ol'
big ol'	little ol'
big ol'	lil ol'
big ol'	li'l ol'
little old	big ol'
little old	big ole
little old	big old
oxidizing flame	reducing flame
reducing flame	oxidizing flame
acronycal	cosmical
okey-dokey, Smokey	no way Jose
shitposter	effortposter
antispin	antilock
pegasister	anti-pegasister
gayphobia	lesbophobia
gayphobia	heterophobia
gayphobia	straightphobia
punctiliar	durative
benocclusion	malocclusion
non-periodic	periodic
XAND	XNAND
XAND	XOR
XNAND	XAND
XNAND	XNOR
chresard	echard
echard	chresard
off-screen	on-screen
off-stage	on-stage
on-stage	off-stage
clashy-clashy	matchy-matchy
bottom of the hour	top of the hour
monolectic	oligolectic
monolectic	polylectic
postdiction	prediction
aggregatable	nonaggregatable
aggregatable	unaggregatable
intralegal	extralegal
NREM	REM
unscrambler	scrambler
undeceptive	deceptive
undeceitful	deceitful
inoperational	operational
non-operational	operational
harassive	supportive
harassive	friendly
I am	I am not
extramental	intramental
melophile	melophobe
classful	classless
in the hole	in the black
philo-Semitism	anti-Semitism
underload	overload
illfare	welfare
demisexual	fraysexual
demisexuality	fraysexuality
dry lunch	liquid lunch
historical materialism	historical idealism
chasmogamy	cleistogamy
eumenorrhea	dysmenorrhea
debug mode	release mode
release mode	debug mode
endful	endless
bad bishop	good bishop
good bishop	bad bishop
infima species	summum genus
occupational safety and health	occupational hazard
takeback	giveback
posthepatic	prehepatic
bigyny	biandry
sweet-tempered	bad-tempered
long-waisted	short-waisted
bradypnea	tachypnoea
at leisure	ASAP
Europhoria	Europessimism
kill it with fire	do want
ailihphilia	aibohphobia
near side	off side
hueful	hueless
flexibilization	deflexibilization
spin up	spin down
spinup	spindown#Noun
curebie	anti-cure
semple	gentle
latewood	earlywood
minor prophet	major prophet
major prophet	minor prophet
ipsilesional	contralesional
demate	mate
ratioless	ratioed
wantable	unwantable
disruptable	undisruptable
shuffleable	unshuffleable
rhopography	megalography
full-handed	empty-handed
downsample	upsample
upsample	downsample
underread	overread
resolvably	irresolvably
resolvably	unresolvably
daughter company	parent company
endoparasitoid	ectoparasitoid
macrovesicular	microvesicular
microvesicular	macrovesicular
arrhizotonic	rhizotonic
same sex	opposite sex
same sex	opposite gender
homochromia	heterochromia
yeasayer	naysayer
yeasayer	nay-sayer
debus	embus
law of noncontradiction	dialetheism
writtenness	orality
yeasay	naysay
signedness	unsignedness
IOI	IOD
assessability	unassessability
butterbody	butterface
ectoparasitoid	endoparasitoid
untweetable	tweetable
untweetable	Twitterable
eurybathic	stenobathic
hyperfilamentous	hypofilamentous
lesbophile	lesbophobe
azygetic	syzygetic
protectionistic	protectionist
tobaccophobe	tobaccophile
ophiophobe	ophiophile
ophiophobia	ophiomania
Hollywood flat	Broadway flat
Broadway flat	Hollywood flat
predrilling	postdrilling
postdrilling	predrilling
innerwear	outerwear
innerwear	overwear
make light work of	make heavy weather
endophasia	exophasia
seamare	seastallion
seamare	male
Lusophile	Lusophobe
high fantasy	low fantasy
Watsonian	out-of-universe
Watsonian	Doylist
Watsonian	extradiegetic
finity	infinity
finity	unlimitedness
finity	Thesaurus:infinity
finity	endlessness
interlocus	intralocus
intralocus	interlocus
batonic	iconic
dynamic permeability	intrinsic permeability
intramarital	extramarital
left-about	right-about
infrapyramidal	suprapyramidal
posthistory	prehistory
declivous	acclivous
untranslatableness	translatability
untranslatableness	translatableness
coercee	coercer
distopalmar	dorsopalmar
dorsopalmar	distopalmar
unsimple	Thesaurus:easy
unsimple	uncomplicated
unsimple	simple
unsimple	straightforward
TAG	LAG
immunonegative	immunopositive
superliminal	subliminal
sinistromanual	dextromanual
sinistromanual	right-handed
overquote	underquote
conceitful	conceitless
Eirene	Polemos
Justitia	Adikia
Russianization	derussianization
Russianization	derussification
intrahabitat	interhabitat
interhabitat	intrahabitat
High Churchman	Low Churchman
ectropy	entropy
cessationist	continuationist
irregible	regible
irregular warfare	conventional warfare
dryside	wetside
wetside	dryside
unfinishedness	finishedness
unfinishedness	completion
analogous pole	antilogous pole
nonconcordant	concordant
non-Archimedean	Archimedean
ombrophobic	ombrophilous
intranslatability	translatability
intranslatability	translatableness
fatphobe	fatphile
lesbophobe	lesbophile
draw the cloth	set the table
draw the cloth	lay the table
supratherapeutic	subtherapeutic
isosexual	allosexual
blackfaced	whitefaced
anti-LGBT	pro-LGBT
osteocytic	anosteocytic
clockwiseness	counterclockwiseness
pro-gay	anti-gay
do want	do not want
do want	kill it with fire
fasiq	mu'min
lissencephalic	gyrencephalic
Russophobic	Russophilic
dextrinoid	indextrinoid
mushrik	muwahhid
laughterful	laughterless
migrationism	diffusionism
pair production	annihilation
pro-gun	anti-gun
pro-control	anti-control
good-humouredly	ill-humouredly
good-humouredly	bad-humouredly
committally	noncommittally
sunbleached	sunfast
hardpack	softpack
townsperson	villager
Muslimphobe	Muslimophile
duplicatable	unduplicatable
unovercomeable	overcomeable
overcomeable	unovercomeable
hatedom	fandom
anti-fandom	fandom
fallacy of composition	fallacy of division
coldwater	warmwater
superconscious	subconscious
argumentum ad crumenam	argumentum ad Lazarum
out of focus	in focus
halalness	haramness
honorand	honorer
shipperhood	noromodom
shipperhood	noromoness
noromoness	shipperhood
univorous	multivorous
T-form	V-form
V-form	T-form
on the cross	on the square
actifan	passifan
passifan	actifan
greenable	ungreenable
monosexuality	plurisexuality
monosexuality	multisexuality
hippophilia	hippophobia
Desdemona	Eudaimonia
cribellate	ecribellate
publification	privatization
monestrous	polyestrous
low profile	high profile
scotobiology	photobiology
pressor beam	tractor beam
repulsor beam	tractor beam
Ukrainophobia	Ukrainophilia
adradial	abradial
undestructive	destructive
FIAWOL	FIJAGH
FIJAGH	FIAWOL
extragranular	intragranular
overallotment	underallotment
smart bomb	iron bomb
smart bomb	dumb bomb
deprofessionalize	professionalize
B2G	G2B
legitimate theater	illegitimate theater
softcode	hardcode
Terrestrian	alien
Terrestrian	extraterrestrial
Terrestrian	Thesaurus:extraterrestrial
Terrestrial	extraterrestrial
Terrestrial	alien
Terrestrial	Thesaurus:extraterrestrial
Earthie	extraterrestrial
Earthie	alien
Earthie	Thesaurus:extraterrestrial
Earthperson	extraterrestrial
Earthperson	alien
Earthperson	Thesaurus:extraterrestrial
overguesstimate	underguesstimate
underguesstimate	overguesstimate
non-traumatic	traumatic
postmedial	premedial
postmedial	antemedial
anticrystal	perfect crystal
downgaze	upgaze
stalinize	destalinize
stalinization	destalinization
know one's ass from a hole in the ground	know one's stuff
lyophile	lyophobe
mom jeans	low-rise
despeciation	speciation
denucleate	renucleate
renucleate	denucleate
amitochondriate	mitochondriate
Covenanter	noncovenanter
conjugatable	inconjugatable
conjugatable	unconjugatable
sellability	unsellability
tragedic	comedic
sheenless	Thesaurus:shiny
grand opening	soft opening
weightful	weightless
halalization	haramization
homochlamydeous	dichlamydeous
heterosociality	homosociality
heterosocial	homosocial
depathologize	pathologize
other-sex	same-sex
streptostyly	monimostyly
paraphiliac	normophile
extrapsychic	intrapsychic
halalize	haramize
resacralization	secularization
out of one's tree	in one's right mind
out of one's tree	Thesaurus:sane
disdainable	adorable
disdainable	admirable
disdainable	honorable
disdainable	respectable
afterthinker	forethinker
haramization	halalization
haramness	halalness
haramize	halalize
Muslimophile	Muslimophobe
Muslimophile	Muslimphobe
race to the top	race to the bottom
mosqued	unmosqued
promuslim	anti-Muslim
antilogue	analogous
antilogue	analogue
prepausal	postpausal
postpausal	prepausal
donatio mortis causa	donatio inter vivos
donatio inter vivos	donatio mortis causa
fapper	fapstronaut
MIF	HTML
MIF	SGML
MIF	XML
small-ticket	big-ticket
essential supremum	essential infimum
essential infimum	essential supremum
unflocked	flagged
unflocked	flocked
allosexual	asexual
genitalize	degenitalize
degenitalize	genitalize
goodful	goodless
good-minded	bad-minded
good-minded	evil-minded
overassessment	underassessment
underassessment	overassessment
aimful	aimless
aimfully	aimlessly
fannishness	unfannishness
hyperalbuminemia	hypoalbuminemia
unfannish	fannish
mundania	fandom
foreign-born	native-born
toxify	detoxify
toxify	purify
degenderize	genderize
dermatomal	nondermatomal
on the table	off the table
downgradient	upgradient
upgradient	downgradient
unfannishness	fannishness
max.	min.
clothist	nudist
clothist	naturist
gigantify	miniaturize
gigantify	miniaturise
forepack	backpack
foretest	aftertest
aftertest	foretest
petalsome	petalless
decommunise	communise
decommunisation	communisation
beforely	afterly
nonemergently	emergently
user-unfriendly	user-friendly
hot abscess	chronic abscess
hot abscess	cold abscess
apazine	genzine
give ground	gain ground
genzine	apazine
intratentacular	extratentacular
Araucarian	Ximenean
sexual reproduction	asexual reproduction
Indomania	Indophobia
beforesaid	following
ungenuine	genuine
ungenuine	authentic
ungenuine	real
ungenuine	natural
ungenuine	true
oldhead	younghead
unobscurable	obscurable
obscurable	unobscurable
obfuscatable	unobfuscatable
unobfuscatable	obfuscatable
mimable	unmimable
untogetherness	togetherness
oxea	strongyle
inmarriage	outmarriage
inmarriage	Thesaurus:intermarriage
outmarriage	inmarriage
outmarriage	Thesaurus:intermarriage
extramarriage	Thesaurus:intermarriage
inside the box	outside the box
hypercupremia	normocupremia
hypercupremia	hypocupremia
hypocupremia	normocupremia
hypocupremia	hypercupremia
otherward	selfward
undergang	overgang
micropaedic	macropaedic
Europhobe	Europhile
philandrist	misandrist
philandrist	philogynist
complementary distribution	contrastive distribution
complementary distribution	free variation
hard hand	soft hand
soft hand	hard hand
national bourgeoisie	comprador bourgeoisie
non-mimetic fiction	mimetic fiction
low fantasy	high fantasy
secondary world	primary world
primary world	fantasy world
primary world	imaginary world
primary world	secondary world
outrovert	introvert
I am not	I am
anaerophyte	aerophyte
Juan Doe	Juanita Doe
heaty	cooling
enstool	destool
abaxonal	adaxonal
hypermyelination	hypomyelination
IMNAAHO	IMHO
evaluativism	factualism
endobyssate	epibyssate
tenuinucellate	crassinucellate
hypofilamentous	hyperfilamentous
isosyllabism	anisosyllabism
overfiring	underfiring
underfire	overfire
aversant	appaumé
premedial	postmedial
isosyllabic	anisosyllabic
anisosyllabic	isosyllabic
anisosyllabism	isosyllabism
isosyllabicity	anisosyllabism
substratomaniac	substratophobe
substratophobe	substratomaniac
substratophobe	substratophile
maximum security	minimum security
minimum security	maximum security
minimum security	supermax
underniceness	overniceness
noncollinearity	collinearity
prosoplasia	anaplasia
Doylist	in-universe
Doylist	Watsonian
Doylist	intradiegetic
demiromantic	frayromantic
demiromanticism	frayromanticism
call by reference	call by value
call by value	call by reference
pass by value	pass by reference
pass-by-value	pass-by-reference
pass-by-reference	pass-by-value
pass by reference	pass by value
logogenic	melogenic
melogenic	logogenic
explicatable	Thesaurus:incomprehensible
explicatable	inexplicable
convex function	concave function
concave function	convex function
condition subsequent	condition precedent
livebirth	stillbirth
nominate contract	innominate contract
nominate contract	unspecific contract
dark sector	light sector
monetarize	demonetarize
queenright	queenless
overjudge	underjudge
gagman	gagwoman
softship	hardship
otherdom	selfishness
otherdom	self-centeredness
deskin	enskin
deskinment	enskinment
rear-wheel drive	front-wheel drive
heir-at-law	legatee
unchecked exception	checked exception
instroke	outstroke
with prejudice	without prejudice
lethetic	alethetic
homogender	heterogender
heterogender	homogender
Exclusioner	Tory
well-formedness	ill-formedness
ill-formedness	well-formedness
kutcha house	pucca house
distavorous	locavorous
anisospore	isospore
glass cannon	tank
prehodiernal	posthodiernal
happenable	unhappenable
happenable	unpossible
happenable	impossible
basification	acidification
offglide	onglide
onglide	offglide
blackwashing	whitewashing
blackwashed	whitewashed
anoikism	synoikism
exophasia	endophasia
improper noun	nomen proprium
improper noun	proper name
improper noun	proper noun
improper noun	selfname
Barnburner	Hunker
credobaptism	infant baptism
credobaptism	pedobaptism
credobaptism	paedobaptism
class-based	prototype-based
prototype-based	class-based
extrabuccal	intrabuccal
sporous	asporous
eurysome	leptosome
leptosome	eurysome
oldcomer	newcomer
goodfic	badfic
friends in high places	friends in low places
crapfic	goodfic
intrafaith	interfaith
big game	small game
monimostyly	streptostyly
normocalcemic	dyscalcemic
normocalcemic	hypocalcemic
normocalcemic	hypercalcemic
normocalcemia	hypocalcemia
normocalcemia	hypercalcemia
normocalcemia	dyscalcemia
funsies	keepsies
translesbian	cislesbian
EDG	EWG
y'all'd've	y'all'dn't've
noun substantive	noun adjective
noun substantive	adjective
put the brakes on	speed up
put the brakes on	speed up
put the brakes on	step on the gas
uniformness	diverseness
uniformness	Thesaurus: hodgepodge
unreinforced	reinforced
uncombative	Thesaurus:combative
overclassify	underclassify
ill-wisher	well-wisher
mana screw	mana flood
mana screw	mana glut
adapical	adbasal
adbasal	adapical
hypodense	hyperdense
warspeak	peacespeak
hyperdescent	hypodescent
hypodescent	hyperdescent
lemmatically	non-lemmatically
cisvestite	transvestite
indoors voice	outdoors voice
inside voice	outside voice
outdoors voice	indoors voice
self-publish	trad-pub
trad-pub	self-pub
normomagnesemia	hypermagnesemia
normomagnesemia	hypomagnesemia
postprandially	preprandially
passivist	activist
rheonomic	scleronomic
scleronomic	rheonomic
enterally	parenterally
predeath	posthumous
predeath	post mortem
atheroprone	atheroprotective
backslope	foreslope
possibilist	actualist
possibilist	revolutionary
possibilist	impossibilist
temporalism	eternalism
hypodiploidy	hyperdiploidy
glutamination	deglutamination
in town	out of town
synonymousness	antonymy
reafference	exafference
awarely	unawarely
cytophilic	cytophobic
mana flood	mana screw
mana glut	mana screw
spiceless	spicy
foresyllable	suffix
adjectival pronoun	pronoun substantive
adjectival pronoun	substantival pronoun
adjectival pronoun	substantive pronoun
catacosmesis	climax
peacespeak	warspeak
environmentability	heritability
allogrooming	autogrooming
reparameterize	deparameterize
predusk	predawn
hypoploidy	hyperploidy
acronical	cosmical
hypercortisolemia	hypocortisolemia
platyspondyly	dolichospondyly
hypotestosteronemia	hypertestosteronemia
poststudio	prestudio
prehepatic	posthepatic
recusable	irrecusable
womanhandle	manhandle
neophobe	neophile
antinitrogen	nitrogen
postamble	preface
postamble	preamble
postamble	Thesaurus:foreword
postamble	prologue
hyponatremic	hypernatremic
hyponatremic	normonatremic
endosomatic	exosomatic
microcrustacean	macrocrustacean
monomodal	multimodal
homosynaptic	heterosynaptic
monocropping	intercropping
monocropping	crop rotation
monocropping	polycropping
endocapillary	exocapillary
hypocortisolemia	hypercortisolemia
subclausal	superclausal
underfished	overfished
fakable	unfakable
fakeable	unfakeable
haemapodous	neuropodous
neuropodous	haemapodous
green crop	white crop
white crop	green crop
liquidogenous	gasogenous
gasogenous	liquidogenous
underhedged	overhedged
intrachromosomally	interchromosomally
antimetaphysicality	religiosity
southland	northland
intraformational	extraformational
endophagous	ectophagous
pluranimity	unanimity
microhemorrhage	macrohemorrhage
subligamentous	supraligamentous
strike a chord	touch a nerve
intramental	extramental
untrustable	trustable
postmedication	premedication
underactivity	overactivity
FFB	BT
fetishy	normophilic
freeze-up	breakup
Old Yishuv	New Yishuv
mm-mm	mhm
publishably	unpublishably
underkill	overkill
ectohydric	endohydric
endohydric	ectohydric
nonwoodiness	woodiness
postprocesses	preprocesses
inextant	extant
inextant	existent
side bitch	main bitch
unsittable	sittable
ERG	EWG
build down	build up
bourgeoisify	de-bourgeoisify
angstful	angstless
king size	fun size
angstless	angstful
ochlophilia	agoraphobia
spin down	spin up#Verb
dynamically-typed	statically-typed
statically-typed	dynamically-typed
strongly-typed	loosely-typed
strongly-typed	weakly-typed
weakly-typed	strongly-typed
agree with	disagree with
enemyslash	buddyslash
buddyslash	enemyslash
progun	pro-control
progun	antigun
flat tax	progressive tax
flat tax	graduated tax
anauxotelic	auxotelic
auxotelic	anauxotelic
prohypertensive	antihypertensive
hyposexual	hypersexual
backscarp	toe
Islamophilic	Islamophobic
hindlook	forelook
hypertestosteronemia	hypotestosteronemia
dextrocular	sinistrocular
dextromanual	left-handed
dextromanual	sinistromanual
posttheater	pretheater
corticogeniculate	geniculocortical
geniculocortical	corticogeniculate
microphysiological	macrophysiological
microphysiology	macrophysiology
second division	first division
first division	second division
direct case	oblique case
white money	black money
undersegmentation	oversegmentation
oversegmentation	undersegmentation
microdick	megalophallus
microdick	megalopenis
microdick	macrophallus
microdick	macropenis
multi-owner	multitenant
hetro	homo
golden child	black sheep
golden child	scapegoat
golden child	red-headed stepchild
scalebound	scaling
ailurophobic	ailurophilic
afterhand	beforehand
afterhand	forehand
longform	shortform
shortform	longform
monomode	multimode
overfix	underfix
underfix	overfix
sanguinous	asanguinous
antibubble	bubble
minoritarian	majoritarian
deconfessionalization	desecularization
consumably	non-consumably
consumably	nonconsumably
non-consumably	consumably
heterogonic	homogonic
freewoman	bondwoman
misobservance	observance
innerweb	outerweb
outerweb	innerweb
put-downable	unputdownable
deactualization	actualization
antisensationalism	sensationalism
known quantity	unknown quantity
cyberoptimism	cyberpessimism
microspatial	macrospatial
Sovietophilia	Sovietophobia
hindthought	forethought
non-gradable	gradable
so much the better	so much the worse
so much the worse	so much the better
tailride	noseride
multiplace	monoplace
single-user	multi-user
single-user	multiuser
homopositivity	homonegativity
upcoast	downcoast
must-link	cannot-link
cannot-link	must-link
feralize	redomesticate
microsociology	macrosociology
macrosociology	microsociology
three days ago	day after the day after tomorrow
three days ago	in three days
multi-platform	single-platform
single-platform	cross-platform
single-platform	multiplatform
single-platform	multi-platform
coslice category	slice category
dehancement	enhancement
single-tasking	multitasking
single-tasking	multi-tasking
out of step	in step
permabull	permabear
studiable	unstudiable
dissensual	consensual
idioglot	heteroglot
heteroglot	idioglot
atomic formula	compound formula
laxism	rigorism
transliteratable	untransliteratable
sinistro-	dextro-
sinistrodextral	dextrosinistral
dextrosinistral	sinistrodextral
punity	impunity
uninflammable	combustible
uninflammable	flammable
uninflammable	inflammable
rechurch	dechurch
rechurch	unchurch
IOD	IOI
esketamine	R-ketamine
inflectedness	uninflectedness
uninflectedness	inflectedness
depalatalize	palatalize
technopositivist	technoskeptic
technopositivism	technoskepticism
concrete method	abstract method
concrete class	abstract class
concrete interface	abstract interface
unreverse	reverse
Third Worlder	First Worlder
First Worlder	Third Worlder
foreslope	backslope
upcurrent	downcurrent
